"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","0.00107520290678491","0.393381352298134","","0.620152650957839","","0.0574664817986259","","","","0.771892248133485",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","0.434006095079522","","","0.0328936271077574","","0.565706512779229","","0.00670622259644379","","","","0.736319134529885",""
"ComplexClass","44","0.375261280813912","","1.91069123692866e-10","","","0.912004680609765","","3.21079538346936e-08","","","","0.207285296110947",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","17","0.0139304274317681","","0.150626387696268","0.000482613417551984","","","","0.103095366532058","","","","0.728201853398488",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","75","0.0570601120924843","","0.0586119710889025","0.761106678127102","","0.686824183925731","","","","","","0.445731815449737",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.556338045314965","","0.732555725294021","0.780779910898352","","0.893050900796508","","0.511156925301111","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
