"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","-0.294848846459825","0.134447096260939","","0.0202863961813842","","-0.262330946698488","","","","0.00715990453460621",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","0.0885791366906475","","","0.281624700239808","","0.0191097122302158","","-0.324940047961631","","","","0.00674460431654676",""
"ComplexClass","44","0.0615553801037672","","-0.305690277464471","","","-0.00242499436047823","","-0.406468531468531","","","","-0.0163828107376494",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","17","0.270108043217287","","0.109243697478992","0.463032271732222","","","","0.189675870348139","","","","0.00720288115246098",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","75","0.103156989247312","","-0.0709161290322581","0.0199225806451613","","-0.00684731182795699","","","","","","0.00774193548387097",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.265017667844523","","0.10718492343934","-0.151943462897526","","0.0200235571260306","","0.313309776207303","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
