"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",13,0.010655737704918,0.10271728768501,0.0105508411893651,0,0,0,0,1,9.53188986253718,91.8569243515391,2.1770509356169e-60,5.58658674876256e-11
"Blob",2,0.00163934426229508,0.0404722057117302,0.00163799943517261,0,0,0,0,1,24.6374033135825,608.001642036125,1.79850692719177e-61,0
"ClassDataShouldBePrivate",45,0.0368852459016393,0.18855733093781,0.0355538670503907,0,0,0,0,1,4.9142048170026,25.1494089834515,3.31879211863925e-58,0
"ComplexClass",70,0.0573770491803279,0.2326570258547,0.0541292916795546,0,0,0,0,1,3.8064998349913,15.4894409937888,7.532456339238e-57,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",18,0.0147540983606557,0.120616498916679,0.0145483398109173,0,0,0,0,1,8.04939456228698,65.7927528193751,5.46358698369296e-60,5.99591154504253e-10
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",55,0.0450819672131148,0.207569022101666,0.0430848989362417,0,0,0,0,1,4.3850916161749,20.2290284822474,1.22286726309007e-57,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.00163934426229508,0.0404722057117302,0.00163799943517261,0,0,0,0,1,24.6374033135825,608.001642036125,1.79850692719177e-61,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",205,0.168032786885246,0.460546166728917,0.212102771688699,0,0,0,0,3,2.99827608641471,12.4164564749214,1.07751161471146e-52,0
"LOC",80757,66.194262295082,102.813844376308,10570.6865954357,2,20.75,34,70,1500,6.29185627158288,65.2134582443758,6.54245997065937e-50,0
"all",1447,1.18606557377049,8.25946957533703,68.218837665918,0,0,0,0,143,10.9730852526898,151.465928440975,2.50102016379353e-59,0
