"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",3,0.011070110701107,0.104824185573267,0.0109881098810988,0,0,0,0,1,9.34582941012643,88.3445273631841,4.0239716913699e-34,0.0161199984350132
"ComplexClass",20,0.0738007380073801,0.261930053144335,0.0686073527401941,0,0,0,0,1,3.26031919831485,11.6296812749004,4.82834343346724e-31,1.01030295240889e-14
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",5,0.018450184501845,0.134821542919338,0.018176848435151,0,0,0,0,1,7.15673088724741,52.2187969924812,1.20678304889089e-33,0.0562436664697028
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",14,0.0516605166051661,0.221750216230448,0.0491731583982506,0,0,0,0,1,4.05112546896712,17.4116175653141,5.8819416072984e-32,5.52614398685591e-10
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",42,0.154981549815498,0.372632153578502,0.138854721880552,0,0,0,0,2,2.11984085422557,6.19207754665509,2.5477317624969e-28,0
"LOC",14162,52.2583025830258,70.9775634559622,5037.81451414514,5,20,32,55,801,5.70491088149389,51.5787093065285,2.08948668269521e-26,1.88737914186277e-15
"all",96,0.354243542435424,3.08880452718104,9.54071340713407,0,0,0,0,36,9.71517773997494,101.139705982967,6.33392862736045e-34,0
