"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",3,0.016304347826087,0.126988811445573,0.0161261582323592,0,0,0,0,1,7.63871114252716,59.3499079189687,1.11596060470241e-28,0.117115026966886
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",5,0.0271739130434783,0.163033578538449,0.0265799477310525,0,0,0,0,1,5.81617855304442,34.8279329608939,4.10176163343239e-28,0.00697812603578418
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",6,0.0326086956521739,0.178094771634474,0.0317177476835353,0,0,0,0,1,5.2631145277141,28.7003745318352,7.40656911812539e-28,0.00126284210221717
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",14,0.0760869565217391,0.321665598758348,0.103468757424566,0,0,0,0,2,4.54337334643505,24.0886914891233,8.8771659918831e-27,6.50590692430342e-14
"LOC",8513,46.2663043478261,58.9323939367813,3473.02705511998,4,15.75,36,57.25,644,6.36677592710012,60.5267934891273,4.13217009963491e-22,1.92349636218836e-09
"all",58,0.315217391304348,2.91567966872646,8.50118793062485,0,0,0,0,35,10.4683763956392,117.503333326877,6.61639230128145e-29,0
