"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","2","","","","0.098203782065914","","1","","0.243744842238337","","1","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","0","","","","","","","","","","","","",""
"ComplexClass","17","0.098203782065914","","","","","1","","5.37997483801271e-05","","1","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","17","1","","","1","","","","0.708910243902663","","1","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","44","0.243744842238337","","","5.37997483801272e-05","","0.708910243902663","","","","0.000254111075091769","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","4","1","","","1","","1","","0.000254111075091769","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
