"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","2","","","","19.4404974311785","","0","","6.74888723890917","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","0","","","","","","","","","","","","",""
"ComplexClass","17","19.4404974311785","","","","","0","","9.08211078947912","","0","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","17","0","","","0","","","","0.404862774920824","","0","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","44","6.74888723890917","","","9.08211078947912","","0.404862774920824","","","","Inf","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","4","0","","","0","","0","","Inf","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
