"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","23","","","0.164018878799708","0.0320420013714662","","0.575275684932227","","0.139972156893403","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","21","0.916992742923362","","","0.146123309134494","","0.592852296282901","","0.651470662340799","","","","",""
"ComplexClass","47","0.427218734431923","","0.294959967972182","","","0.619423949620181","","0.383179336753358","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","21","0.318423301227728","","0.378458927107663","0.0652957233735345","","","","0.684858516584878","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","170","0.000188033157453725","","0.00745269895891956","0.00816878936156283","","0.201335792311288","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
