"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","4","","","0.0103985350264257","1","","","","1","","","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","0.0103985350264259","","","0.0934496085917975","","","","1","","","","1",""
"ComplexClass","37","1","","0.0934496085917975","","","","","1.2272301338392e-06","","","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","105","1","","1","1.2272301338392e-06","","","","","","","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","","","1","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
