"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","4","","","173.676811165423","0","","","","0","","","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","173.676811165423","","","15.3128242423078","","","","0","","","","0",""
"ComplexClass","37","0","","15.3128242423066","","","","","6.82108749860975","","","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","105","0","","0","6.82108749860975","","","","","","","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0","","0","0","","","","0","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
