"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","755","","","","","","","","","","","","",""
"Blob_0","755","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","755","","","","","","","","","","","","",""
"ComplexClass_0","694","","","","","","0.0191899958830795","","0.174497881617732","","","","",""
"LargeClass_0","755","","","","","","","","","","","","",""
"LazyClass_0","727","","","","0.131111072421049","","","","0.167199543270625","","","","",""
"LongMethod_0","755","","","","","","","","","","","","",""
"LongParameterList_0","651","","","","0.136862068056159","","0.0208031599736669","","","","","","",""
"MessageChains_0","755","","","","","","","","","","","","",""
"RefusedParentBequest_0","755","","","","","","","","","","","","",""
"SpaghettiCode_0","755","","","","","","","","","","","","",""
"SpeculativeGenerality_0","755","","","","","","","","","","","","",""
"SwissArmyKnife_0","755","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","61","","","","","","0.00934065934065934","","0.111243794235598","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","28","","","","0.172619047619048","","","","0.226190476190476","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","104","","","","0.10628727575843","","0.00331519442096365","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
