"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","0","","","","","","","","","","","","",""
"ComplexClass","61","","","","","","-0.0291491472575235","","-0.0153777105872348","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","28","","","","-0.016014934171743","","","","-0.0325211239929259","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","104","","","","-0.0194375516956162","","-0.000192012288786484","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
