"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",1,0.00294985250737463,0.0543125446593568,0.00294985250737463,0,0,0,0,1,18.3303834815282,337.002958579882,4.52884070642991e-38,1.11022302462516e-15
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",12,0.0353982300884956,0.185057333503022,0.0342462166832487,0,0,0,0,1,5.02858799741104,26.2866972477064,6.83289286461467e-36,1.83520889152078e-07
"ComplexClass",14,0.0412979351032448,0.19927255953565,0.0397095529838893,0,0,0,0,1,4.61057074963205,22.2573626373626,1.37998675276764e-35,1.32713828815412e-09
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",5,0.0147492625368732,0.120725784533503,0.0145747150512297,0,0,0,0,1,8.05077450062292,65.8149700598802,4.0252388925894e-37,0.0668786564362964
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",22,0.0648967551622419,0.571958825085329,0.32713689759299,0,0,0,0,10,15.6831163413816,270.399467018068,2.73461674372414e-37,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",54,0.15929203539823,0.646790506146853,0.418337958841703,0,0,0,0,10,10.8744907482311,159.916377955288,4.5054695867202e-35,0
"LOC",19561,57.7020648967552,67.7892860518231,4595.38730341589,3,15,36,75.5,525,2.83593924240833,14.6074690621192,1.20634546940343e-23,2.70672373403613e-13
"all",1068,3.15044247787611,9.36083485024573,87.6252290935749,0,0,0,0,84,4.47527433046387,27.615106812942,3.20511682037966e-32,0
