"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","2","","","","0.0168067226890756","","0.00210084033613445","","0.0294117647058824","","","","",""
"ComplexClass","3","","","","","","0.00421940928270042","","-0.263009845288326","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","4","","","","0.0254237288135593","","","","0.0444915254237288","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","8","","","","-0.0948275862068965","","0.00377155172413793","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
