"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","2","","","","0.805159119071136","","0.963441822045926","","0.73385837838588","","","","",""
"ComplexClass","3","","","","","","0.94021004937425","","0.0553100072063631","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","4","","","","0.717348337387404","","","","0.622857807479776","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","8","","","","0.161773008309863","","0.870925182991802","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
