"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",342,0.0941889286697879,0.292131610399743,0.0853408777947472,0,0,0,0,1,2.7786583161439,8.72094203787568,1.1073202910987e-78,0
"Blob",2,0.000550812448361333,0.0234661609428309,0.000550660709394842,0,0,0,0,1,42.5734723873448,1813.50055111601,2.87737557205294e-87,0
"ClassDataShouldBePrivate",160,0.0440649958689066,0.205267815828845,0.0421348762151446,0,0,0,0,1,4.44295467294812,20.7398462258715,2.44009471909755e-82,0
"ComplexClass",241,0.0663729000275406,0.248967084404001,0.0619846091166288,0,0,0,0,1,3.48388884537402,13.1374814869215,1.36756368286716e-80,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",183,0.050399339025062,0.218797691980724,0.0478724300160919,0,0,0,0,1,4.11030464814769,17.8946043005845,8.11403516021821e-82,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",179,0.0492977141283393,0.216518730490403,0.0468803606531756,0,0,0,0,1,4.16374473266552,18.3367701987998,6.60860066394352e-82,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",1107,0.304874690167998,0.610176264553777,0.372315073824801,0,0,0,0,4,2.22182528118176,8.28114272538434,1.9487137810326e-70,0
"LOC",281810,77.6122280363536,218.093667809472,47564.8479385882,1,16,35,76,6490,15.2741135269046,339.071875298919,2.26556726960485e-81,0
"all",18209,5.01487193610576,57.8603362550457,3347.81851154696,0,0,0,0,2741,34.3027016130517,1470.64093539276,3.43937702159906e-86,0
