"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",61,0.080794701986755,0.272700229843154,0.0743654153565092,0,0,0,0,1,3.07651514443374,10.4649454339302,1.59633721177745e-46,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",28,0.0370860927152318,0.18909805956855,0.0357580761325909,0,0,0,0,1,4.8992652670785,25.0028001572018,6.12352615736194e-49,1.11022302462516e-16
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",104,0.137748344370861,0.344864122293692,0.118931262845398,0,0,0,0,1,2.10222967557918,5.41936960888574,4.75187821156815e-44,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",193,0.255629139072848,0.477148326424536,0.227670525409735,0,0,0,0,2,1.62167223339231,4.68192802039236,5.04201884963831e-40,0
"LOC",41841,55.4185430463576,71.9003855218647,5169.66543819277,2,19,33,60.5,451,3.00685291434192,12.3990924264873,3.33031955568833e-38,0
"all",12,0.0158940397350993,0.436724715148103,0.190728476821192,0,0,0,0,12,27.4226425834555,753.001326259947,6.31662244106007e-52,0
