"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","1","8.96630600404534e-06","1","","","","1","","1","","",""
"Blob","2","1","","1","0.150932468857004","","","","1","","1","","",""
"ClassDataShouldBePrivate","20","8.96630600404534e-06","1","","0.0658526706513106","","","","0.562415280385935","","1","","",""
"ComplexClass","154","1","0.150932468856997","0.0658526706513107","","","","","1.1162855781958e-06","","1","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","79","1","1","0.562415280385934","1.1162855781958e-06","","","","","","1","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","1","1","1","1","","","","1","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
