"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","1199","","","0.0183076622364264","0.131353443754948","","0.0142593575454293","","0.00321100917431193","","0.0134278565471226","","0.00222407561857103",""
"Blob_0","1212","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","1196","0.0122038740245262","","","0.130518914882473","","0.0151312455660282","","0.0032190635451505","","0.0134615384615385","","0.00222965440356745",""
"ComplexClass_0","1122","0.0116421568627451","","0.0175084175084175","","","0.0158024091179171","","0.00236185383244207","","0.0123588829471182","","0.00207961972667855",""
"LargeClass_0","1212","","","","","","","","","","","","",""
"LazyClass_0","1174","0.00987720045428734","","0.018697518757645","0.133440754453875","","","","0.0032793867120954","","0.0132879045996593","","0.00269733106189665",""
"LongMethod_0","1212","","","","","","","","","","","","",""
"LongParameterList_0","1207","0.0120926539629936","","0.0181863189904517","0.130206665889685","","0.0149933468906128","","","","0.0137531068765534","","0.00262358464512566",""
"MessageChains_0","1212","","","","","","","","","","","","",""
"RefusedParentBequest_0","1202","0.011976566833056","","0.0180955798847548","0.129666760173752","","0.014889325871023","","0.00320299500831947","","","","0.00180255130338325",""
"SpaghettiCode_0","1212","","","","","","","","","","","","",""
"SpeculativeGenerality_0","1211","0.0118875584916047","","0.0179610958063379","0.130684926283113","","0.0149438230363086","","0.00317919075144509","","0.0135425268373245","","",""
"SwissArmyKnife_0","1212","","","","","","","","","","","","",""
"AntiSingleton_1","13","","","0","0.0897435897435897","","0.0769230769230769","","0","","0.0384615384615385","","0.0384615384615385",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","16","0","","","0.159926470588235","","0","","0","","0.03125","","0.03125",""
"ComplexClass_1","90","0.017037037037037","","0.0256271397447868","","","0.00407407407407407","","0.0133333333333333","","0.0303703703703704","","0.00925925925925926",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","38","0.0789473684210526","","0","0.0526315789473684","","","","0","","0.0263157894736842","","0",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","5","0","","0","0.3","","0","","","","0","","0",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","10","0.02","","0.02","0.28","","0.02","","0","","","","0.1",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","1","0.2","","0.2","0.4","","0","","0","","0.2","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
