"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",3,0.00326441784548422,0.0570728116009223,0.00325730582403437,0,0,0,0,1,17.4165613265795,304.336608442504,1.83540446007038e-55,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",3,0.00326441784548422,0.0570728116009223,0.00325730582403437,0,0,0,0,1,17.4165613265795,304.336608442504,1.83540446007038e-55,0
"ComplexClass",49,0.0533188248095756,0.224790819210287,0.0505309124012318,0,0,0,0,1,3.97635811766204,16.8114238798968,1.39026299238023e-51,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",25,0.0272034820457018,0.162764492137309,0.0264922799007162,0,0,0,0,1,5.81274153956776,34.7879642058166,2.69223247479376e-53,2.0078161355741e-11
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",113,0.122959738846572,0.328569802226267,0.107958114935008,0,0,0,0,1,2.29628871747394,6.27294187399811,4.2238786644711e-48,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.00217627856365615,0.0466251851453646,0.00217390788983953,0,0,0,0,1,21.3659116591144,457.502181025082,1.32180456611803e-55,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",2,0.00217627856365615,0.0466251851453646,0.00217390788983953,0,0,0,0,1,21.3659116591144,457.502181025082,1.32180456611803e-55,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",197,0.214363438520131,0.458246162371785,0.209989545328469,0,0,0,0,2,2.01588312833505,6.31377859410779,7.60868932083272e-45,0
"LOC",61537,66.9608269858542,87.6519321458541,7682.86120890141,1,17,38,87.5,953,3.85653848007694,25.3587511290004,2.23713317592242e-40,0
"all",13649,14.8520130576714,37.0336929819026,1371.49441587783,0,0,0,9,310,3.86696685349474,21.5767364826608,6.48806266128273e-46,0
