"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",5,0.00254971953085161,0.0504431959892013,0.00254451602160497,0,0,0,0,1,19.7282172594793,390.202556237219,7.93707027574867e-72,0
"Blob",2,0.00101988781234064,0.0319275345339407,0.00101936746141598,0,0,0,0,1,31.2650127287523,978.501020929045,4.364360043663e-72,0
"ClassDataShouldBePrivate",20,0.0101988781234064,0.10049881316573,0.0101000114477203,0,0,0,0,1,9.74988738227408,96.0603039670273,7.90763918133957e-71,0
"ComplexClass",154,0.0785313615502295,0.269074538570203,0.0724011073067677,0,0,0,0,1,3.13352682486616,10.8189903621558,1.69692268572484e-65,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",79,0.0402855685874554,0.196678334822539,0.0386823673885668,0,0,0,0,1,4.67597705626781,22.8647614307429,4.26041964955466e-68,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.00101988781234064,0.0319275345339407,0.00101936746141598,0,0,0,0,1,31.2650127287523,978.501020929045,4.364360043663e-72,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",262,0.133605303416624,0.381321152948725,0.145405821686145,0,0,0,0,3,2.9737803175052,12.0762380954855,5.08005292644453e-63,0
"LOC",180574,92.0826109127996,152.222994684544,23171.8401107307,1,14,30,77,948,2.34473254022616,7.27891008699275,1.18662759306866e-56,0
"all",1208,0.616012238653748,7.06456583352273,49.9080904161767,0,0,0,0,232,23.5630904378886,675.738568319314,4.03136080985152e-71,0
