"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","127","","","","","","","","","","","","",""
"Blob_0","127","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","122","","","","0.0938462493790363","","","","","","","","",""
"ComplexClass_0","121","","","0.0584022038567493","","","","","","","","","",""
"LargeClass_0","127","","","","","","","","","","","","",""
"LazyClass_0","127","","","","","","","","","","","","",""
"LongMethod_0","127","","","","","","","","","","","","",""
"LongParameterList_0","127","","","","","","","","","","","","",""
"MessageChains_0","127","","","","","","","","","","","","",""
"RefusedParentBequest_0","127","","","","","","","","","","","","",""
"SpaghettiCode_0","127","","","","","","","","","","","","",""
"SpeculativeGenerality_0","127","","","","","","","","","","","","",""
"SwissArmyKnife_0","127","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","5","","","","0.0653846153846154","","","","","","","","",""
"ComplexClass_1","6","","","0.0277777777777778","","","","","","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","0","","","","","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
