"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton",342,0,116,57,0,0,0,30,0,0,0,0,0,0
"Blob",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ClassDataShouldBePrivate",116,0,0,37,0,0,0,19,0,0,0,0,0,0
"ComplexClass",57,1,37,0,0,0,0,30,0,0,0,0,0,0
"LargeClass",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LazyClass",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LongMethod",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongParameterList",30,0,19,30,0,1,0,0,0,0,0,0,0,0
"MessageChains",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,0,0,0,0,0
