"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",13,0.0123222748815166,0.110372022391946,0.0121819833268883,0,0,0,0,1,8.84117199026937,79.1663221615237,3.01761069995485e-57,4.85108175851678e-09
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",21,0.0199052132701422,0.139740850285272,0.0195275052384507,0,0,0,0,1,6.87447486837006,48.2584047158515,1.41840640638688e-56,3.75447639811011e-06
"ComplexClass",53,0.0502369668246445,0.218537142593378,0.0477584826928784,0,0,0,0,1,4.1180765642391,17.9585545889353,2.03379096526525e-54,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",49,0.0464454976303318,0.210547696859546,0.0443303326528593,0,0,0,0,1,4.31037353350926,19.5793199983771,1.16999369412745e-54,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",195,0.184834123222749,0.388347037101344,0.150813421225393,0,0,0,0,1,1.6238844159308,3.63700059630292,3.66181977294735e-48,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.0018957345971564,0.0435193748516873,0.00189393598748168,0,0,0,0,1,22.9020064478035,525.501899335233,2.03281310290652e-58,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.000947867298578199,0.030787453590354,0.000947867298578199,0,0,0,0,1,32.4345641063142,1053.0009487666,1.44160082726171e-58,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",334,0.316587677725118,0.524774927484106,0.275388724515949,0,0,0,1,3,1.42428683168921,4.31070461791858,9.79684014020865e-44,0
"LOC",65639,62.2170616113744,115.315470658283,13297.6577731414,0,15,31,63,1907,7.16620876199618,81.3341603157015,1.1743206570918e-49,0
"all",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
