"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","1","","","1.31441486188395e-13","0.502913771795176","","","","0.681203877322522","","0.0094344619686223","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","12","0.0795981423737043","","","0.106834592153038","","","","0.140646039307912","","0.811681248217611","","",""
"ComplexClass","14","0.612805437755585","","0.122928148310814","","","","","0.926844122401976","","0.599685612081815","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","5","0.770390627835919","","0.770391945620066","0.855199402306564","","","","","","0.43456819748609","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","13","0.0991631090995672","","0.0940941565478015","0.0813998235090909","","","","0.124514823905389","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
