"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.95229059862805,0.0722667708102463,-27.0150523780045,9.83671061884387e-161
"sloc",0.0101793207138664,0.000642761033205847,15.8368665615832,1.73241069624705e-56
"AntiSingleton",-31.9676108399417,12285339.5645185,-2.60209420114587e-06,0.999997923829211
"ClassDataShouldBePrivate",-32.8208305005129,12285340.0587836,-2.67154432384206e-06,0.999997868416031
"ComplexClass",0.560712056471055,0.166540523099159,3.3668205553624,0.000760401502709666
"LongParameterList",1.55567734984623,0.109719151211245,14.1787220614845,1.24085660403694e-45
"(Intercept)",-1.96033848357819,0.0722699719443438,-27.1252143986977,4.96566580941692e-162
"sloc",0.0101832145268231,0.000641160010545632,15.8824854316119,8.37913360811886e-57
"ComplexClass",0.556664177749348,0.165863495678186,3.35615848124536,0.000790332654094472
"LongParameterList",1.56553811053827,0.109609523438158,14.2828657714359,2.79852277011554e-46
