"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","1","","","","1","","1","","1","","","","",""
"ComplexClass","45","","","1","","","0.247238525834296","","0.00096300722988889","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","27","","","1","0.247238525834296","","","","0.103256324805728","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","103","","","1","0.000963007229888889","","0.103256324805728","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
