"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",10,0.0574712643678161,0.233412574222831,0.0544814298053286,0,0,0,0,1,3.80275894710092,15.4609756097561,3.62256601959316e-26,8.1514135219507e-08
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",2,0.0114942528735632,0.106900945297541,0.0114278121055079,0,0,0,0,1,9.16578572229227,85.0116279069767,2.85134799853452e-28,0.00088411141759559
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",9,0.0517241379310345,0.222108690242062,0.0493322702810444,0,0,0,0,1,4.04819450963992,17.3878787878788,2.18549353992926e-26,1.35073045526291e-07
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",21,0.120689655172414,0.32670643379157,0.106737093880805,0,0,0,0,1,2.32872694570984,6.42296918767507,3.86996318817184e-24,5.64215341114505e-13
"LOC",13067,75.0977011494253,97.0399279922576,9416.74762474254,2,22,46,92.75,773,4.2161160667536,27.2971174276392,5.67286031998047e-20,2.22278495609629e-08
"all",1340,7.70114942528736,22.6785095709362,514.314796359046,0,0,0,4.75,180,4.84725955670929,30.3229800387583,4.26187544054095e-24,0
