"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",3,0.00626304801670146,0.0789736841921045,0.00623684279487426,0,0,0,0,1,12.5169073331904,157.672969187675,2.87679802836213e-43,2.43360886997834e-13
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",6,0.0125260960334029,0.111333148362322,0.0123950699242669,0,0,0,0,1,8.76618607621139,77.8460183227625,9.76584310115805e-43,0.000968499473743112
"ComplexClass",27,0.0563674321503132,0.230871005534542,0.0533014211965304,0,0,0,0,1,3.84713858003778,15.8004752540151,4.24082118444609e-40,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",12,0.0250521920668058,0.156447042754433,0.0244756771866074,0,0,0,0,1,6.07802291852739,37.9423625981442,7.47153970169662e-42,2.56480506516388e-05
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",29,0.0605427974947808,0.238739099173483,0.056996357474166,0,0,0,0,1,3.68533388226288,14.5816858237548,6.80038995380577e-40,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",77,0.160751565762004,0.449597982759153,0.2021383461011,0,0,0,0,2,2.8669576171448,10.5540085964061,5.29468125464495e-37,0
"LOC",39726,82.9352818371608,105.709151321396,11174.4246730899,6,20,49,104,901,3.26053793421479,17.7139383568739,6.19375367387341e-30,0
"all",339,0.707724425887265,6.15270825486685,37.8558188695067,0,0,0,0,105,13.4927009003001,204.969004281471,1.19204215868315e-42,0
