"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","56","","","5.99584920660773e-19","0.0485120563401018","","","1","0.00115964780734662","","1","","1","1"
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","105","5.99584920660774e-19","","","0.159969870172598","","","1","0.000145217818295199","","1","","1","1"
"ComplexClass","126","0.0485120563401018","","0.159969870172598","","","","0.0477996965098634","2.5376290888493e-18","","1","","1","1"
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","1","1","","1","0.0477996965098609","","","","1","","1","","1","1"
"LongParameterList","102","0.00115964780734662","","0.000145217818295199","2.53762908884929e-18","","","1","","","1","","1","1"
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","5","1","","1","1","","","1","1","","","","1.31105816893044e-08","0.00189681335356606"
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","4","1","","1","1","","","1","1","","1.31105816893048e-08","","","1"
"SwissArmyKnife","1","1","","1","1","","","1","1","","0.00189681335356597","","1",""
