"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","56","","","21.1461545154454","2.45874048554534","","","0","4.40322790300042","","0","","0","0"
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","105","21.1461545154449","","","1.68610686328314","","","0","3.87374127297568","","0","","0","0"
"ComplexClass","126","2.45874048554534","","1.68610686328306","","","","Inf","11.1818176739895","","0","","0","0"
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","1","0","","0","Inf","","","","0","","0","","0","0"
"LongParameterList","102","4.40322790300042","","3.87374127297568","11.1818176739893","","","0","","","0","","0","0"
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","5","0","","0","0","","","0","0","","","","2897.35357923025","Inf"
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","4","0","","0","0","","","0","0","","2897.35357923068","","","0"
"SwissArmyKnife","1","0","","0","0","","","0","0","","Inf","","0",""
