"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","43","","0","Inf","0.566485717395975","","","","0.876432507411633","","","","",""
"Blob","2","0","","0","12.3350055769048","","","","0","","","","",""
"ClassDataShouldBePrivate","1","Inf","0","","0","","","","0","","","","",""
"ComplexClass","32","0.566485717395975","12.3350055769048","0","","","","","2.80429559044373","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","11","0.876432507411633","0","0","2.8042955904436","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
