"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",21,0.0795454545454545,0.271102140437147,0.0734963705496025,0,0,0,0,1,3.10770788918698,10.657848324515,1.76586259290698e-30,5.21804821573824e-15
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",11,0.0416666666666667,0.200205850970922,0.0400823827629911,0,0,0,0,1,4.58731710925565,22.0434782608696,4.6516947075331e-32,2.28270658930718e-07
"ComplexClass",6,0.0227272727272727,0.149315757035209,0.0222951952989976,0,0,0,0,1,6.40493995396939,42.0232558139535,4.95403345151923e-33,0.0112502204874767
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",1,0.00378787878787879,0.0615457454896664,0.00378787878787879,0,0,0,0,1,16.155612098629,262.003802281369,2.54109051056597e-34,7.32058857977336e-11
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",10,0.0378787878787879,0.19126566757775,0.0365825555939624,0,0,0,0,1,4.84142231980852,24.4393700787402,3.06613235597288e-32,1.40775892276679e-06
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",49,0.185606060606061,0.417785684822035,0.174544878442217,0,0,0,0,2,2.07661701777829,6.47517196498477,3.08093247053098e-27,0
"LOC",19771,74.8901515151515,76.4710689694512,5847.82438933057,3,22,54,106.25,424,1.96884628194409,7.42772244161649,3.90491477879405e-18,2.3475457988642e-07
"all",89,0.337121212121212,2.79665485412206,7.82127837308446,0,0,0,0,36,9.96420735405599,113.047829709466,1.885652126657e-33,0
