"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","0","","","","","","","","","","","","",""
"ComplexClass","61","","","","","","0.157626933578143","","0.0495704134716026","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","28","","","","0.157626933578143","","","","0.0235654755706961","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","104","","","","0.0495704134716026","","0.0235654755706961","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
