"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",5,0.0113122171945701,0.105875455370677,0.0112096120499482,0,0,0,0,1,9.24183107655606,86.4114416475973,1.63094519896532e-41,2.31039652842657e-06
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",6,0.0135746606334842,0.115847973294966,0.0134207529165512,0,0,0,0,1,8.40716528531208,71.6804281345566,2.43456374095759e-41,0.000814386392811062
"ComplexClass",32,0.0723981900452489,0.259439732639394,0.0673089748720001,0,0,0,0,1,3.30008314751126,11.8905487804878,4.33794202087606e-38,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",3,0.00678733031674208,0.0821982285293028,0.0067565487733555,0,0,0,0,1,12.0141652663145,145.340167046317,6.82683561215534e-42,1.67199587508549e-13
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",46,0.104072398190045,0.360185986484754,0.129733944859995,0,0,0,0,3,4.25765225470578,25.6219712405652,1.57654002471851e-37,0
"LOC",31182,70.5475113122172,101.544774730025,10311.3412749715,2,17,42,83,1243,5.9432164819161,55.4935759954655,1.05898253049624e-32,0
"all",2072,4.68778280542986,30.8515909918472,951.82066672823,0,0,0,0,438,10.2983453052649,124.128983631667,1.38618625423264e-40,0
