"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",23,0.0218009478672986,0.146102360075373,0.0213458996195941,0,0,0,0,1,6.54918712811725,43.8918520390967,2.03040790297121e-56,8.68934324493864e-08
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",21,0.0199052132701422,0.139740850285272,0.0195275052384507,0,0,0,0,1,6.87447486837006,48.2584047158515,1.41840640638688e-56,3.95558907262394e-06
"ComplexClass",47,0.0445497630331754,0.206410915348005,0.0426054659748015,0,0,0,0,1,4.4151370867466,20.4934354947653,8.82454313921461e-55,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",21,0.0199052132701422,0.139740850285272,0.0195275052384507,0,0,0,0,1,6.87447486837006,48.2584047158515,1.41840640638688e-56,5.19173330881806e-07
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",170,0.161137440758294,0.367832044255147,0.13530041278092,0,0,0,0,1,1.84335909372575,4.3979727484214,4.78288977299291e-49,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",282,0.267298578199052,0.52690586651759,0.277629792170652,0,0,0,0,4,2.20100592050558,9.09891422149766,5.72130988105551e-46,0
"LOC",61046,57.8635071090047,75.2186083161898,5657.83903702438,1,16,35,68,728,3.98050177289869,25.4971510609095,2.25151818490566e-43,0
"all",16258,15.4104265402844,118.912742414938,14140.2403086414,0,0,0,3,3482,24.7164157726164,696.753632973498,3.29499988823468e-57,0
