"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","9","","","5.20257768602225e-13","1","","0.615176307071522","","1","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","11","5.20257768602223e-13","","","1","","0.371788401330705","","0.608967329415221","","","","",""
"ComplexClass","11","1","","1","","","0.371788401330705","","0.229784133696647","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","44","0.615176307071522","","0.371788401330705","0.371788401330705","","","","0.0344430805015634","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","27","1","","0.608967329415221","0.229784133696647","","0.0344430805015634","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
