"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","1","","","","0.667744168035991","","","","0.747655221438665","","0.941927563663346","","",""
"ComplexClass","44","","","0.695917632327623","","","","","0.451428678524945","","0.532776701736245","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","23","","","0.783666035336824","0.564939865059584","","","","","","0.659233044195655","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","4","","","0.919721849042623","0.385752954166643","","","","0.513496703373783","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
