"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","6","","","1","0.299004630175531","","1","","0.183804952656462","","1","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","6","1","","","0.299004630175531","","1","","1","","0.0357646803429936","","",""
"ComplexClass","19","0.299004630175532","","0.299004630175532","","","1","","1","","0.11102065921343","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","2","1","","1","1","","","","1","","1","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","11","0.183804952656462","","1","1","","1","","","","1","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","1","","0.0357646803429936","0.11102065921343","","1","","1","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
