"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","6","","","0","3.41186241872158","","0","","6.25824766365633","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","6","0","","","3.41186241872158","","0","","0","","59.5754120656899","","",""
"ComplexClass","19","3.4118624187214","","3.4118624187214","","","0","","0","","16.9513485616537","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","2","0","","0","0","","","","0","","0","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","11","6.25824766365623","","0","0","","0","","","","0","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0","","59.5754120656899","16.9513485616532","","0","","0","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
