"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","459","","","","","","","","","","","","",""
"Blob_0","459","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","458","","","","0.152927825892263","","0.0025449441388306","","0.0991500656930338","","","","",""
"ComplexClass_0","434","","","0.00115207373271889","","","0.00263331138907176","","0.095829987849755","","","","",""
"LargeClass_0","459","","","","","","","","","","","","",""
"LazyClass_0","457","","","0.00109409190371991","0.152168368180867","","","","0.0982729323575699","","","","",""
"LongMethod_0","459","","","","","","","","","","","","",""
"LongParameterList_0","441","","","0.00113378684807256","0.148450874322021","","0.00259151279559443","","","","","","",""
"MessageChains_0","459","","","","","","","","","","","","",""
"RefusedParentBequest_0","459","","","","","","","","","","","","",""
"SpaghettiCode_0","459","","","","","","","","","","","","",""
"SpeculativeGenerality_0","459","","","","","","","","","","","","",""
"SwissArmyKnife_0","459","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","1","","","","0","","0","","0","","","","",""
"ComplexClass_1","25","","","0","","","0.000909090909090909","","0.152820614424632","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","2","","","0","0.25","","","","0.25","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","18","","","0","0.254117149035848","","0.00126262626262626","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
