"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","0.0024439799370631","1","","","","0.60934927876484","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","4","0.0024439799370631","","","0.278490981988516","","","","0.0296309375205031","","","","",""
"ComplexClass","44","1","","0.278490981988517","","","","","0.000689372973437249","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","42","0.609349278764841","","0.0296309375205031","0.000689372973437246","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
