"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","120.394462011599","3.56019394222956","","","","1.0175516251192","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","11","120.394462011598","","","11.2773993335779","","","","1.1222156527538","","","","",""
"ComplexClass","22","3.56019394222948","","11.2773993335779","","","","","4.89782971157034","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","32","1.0175516251192","","1.12221565275377","4.89782971157038","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
