"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",12,0.047244094488189,0.212579404984314,0.0451900034234851,0,0,0,0,1,4.26805030939493,19.2162534435262,2.75463561913468e-31,2.08347803454245e-08
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",4,0.015748031496063,0.124744923522868,0.0155612959447263,0,0,0,0,1,7.77920304401421,61.516,6.4856707515607e-33,0.0479955551862242
"ComplexClass",11,0.0433070866141732,0.203949366412974,0.0415953440602533,0,0,0,0,1,4.48733513130243,21.136176580621,1.82669094215562e-31,1.44599276219459e-07
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",24,0.094488188976378,0.293084209084845,0.0858983536148891,0,0,0,0,1,2.77266679559955,8.68768115942029,1.91955236197734e-29,3.33066907387547e-16
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",51,0.200787401574803,0.42061428125492,0.176916373595593,0,0,0,0,2,1.80857446028175,5.1305012996835,2.69060141088101e-26,0
"LOC",9781,38.507874015748,43.5415155239049,1895.86357411845,2,12,23,49,404,3.38322986883636,22.692317648494,1.9250116514435e-21,1.37383548981518e-10
"all",28,0.110236220472441,1.75687625438684,3.08661417322835,0,0,0,0,28,15.8431042592407,252.00395256917,9.12374696270912e-34,4.87476725652414e-12
