"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","3","","","0.00545851528384279","-0.0436681222707423","","0.0141921397379913","","-0.00909752547307131","","-0.332241630276565","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","0.0141921397379913","","","0.256550218340611","","0.0141921397379913","","0.194323144104804","","0.00218340611353712","","",""
"ComplexClass","49","-0.0280084447572132","","0.00574712643678161","","","-0.0491672531081398","","-0.257377433732114","","0.00229885057471264","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","25","0.0145413870246085","","0.00559284116331096","0.11579418344519","","","","0.31413870246085","","0.00223713646532438","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","113","-0.00380992116647269","","-0.00386481916598959","-0.116328860976306","","-0.00385383956608621","","","","0.00248138957816377","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","-0.493456924754635","","0.00272628135223555","0.128135223555071","","0.00708833151581243","","0.206652126499455","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","2","0.00708833151581243","","0.00272628135223555","0.128135223555071","","0.00708833151581243","","0.206652126499455","","0.00109051254089422","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
