"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",5,0.0162337662337662,0.126579032087747,0.0160222513642709,0,0,0,0,1,7.65614143352675,59.616501650165,1.31692182829879e-35,0.00030400400268249
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",5,0.0162337662337662,0.126579032087747,0.0160222513642709,0,0,0,0,1,7.65614143352675,59.616501650165,1.31692182829879e-35,0.156882064567276
"ComplexClass",21,0.0681818181818182,0.252467831460597,0.0637400059224163,0,0,0,0,1,3.42634461173624,12.739837398374,5.32501538911937e-33,3.44169137633799e-15
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",8,0.025974025974026,0.159316616645719,0.0253817843394391,0,0,0,0,1,5.9604250407724,36.5266666666667,5.12864287924867e-35,0.000782835582570418
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",9,0.0292207792207792,0.168698920241346,0.028459325690596,0,0,0,0,1,5.59037767567365,32.2523225566704,7.78736217225786e-35,5.0486684960882e-05
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",48,0.155844155844156,0.429071721753755,0.184102542408731,0,0,0,0,3,3.07331146139072,13.6138058566717,1.35927832778608e-30,0
"LOC",26888,87.2987012987013,350.055772752566,122539.044037396,2,18,40,82.25,5996,15.7404035932507,265.340447896335,3.8278456522708e-35,0
"all",2,0.00649350649350649,0.080450947828829,0.00647235500655696,0,0,0,0,1,12.2884716685075,152.006535947712,2.61534808743993e-36,5.43148182763353e-07
