"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",1,0.00196463654223969,0.0443242207177936,0.00196463654223969,0,0,0,0,1,22.4944875136985,507.001968503937,9.55333370773007e-45,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",14,0.0275049115913556,0.163710249353989,0.0268010457435453,0,0,0,0,1,5.77801226075419,34.3854256854257,1.07376323834177e-42,7.93649936325913e-07
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",1,0.00196463654223969,0.0443242207177936,0.00196463654223969,0,0,0,0,1,22.4944875136985,507.001968503937,9.55333370773007e-45,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",12,0.0235756385068762,0.151872125149665,0.0230651423974754,0,0,0,0,1,6.28019199832951,40.440811535882,5.95541087783845e-43,5.64814910057887e-05
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",28,0.0550098231827112,0.244867491688857,0.0599600884859923,0,0,0,0,2,4.68222673686457,26.204732245269,2.47587409388664e-41,0
"LOC",48800,95.8742632612967,139.745338919415,19528.7597497022,6,23,49,100,1068,3.34942741244696,15.8762019683118,4.16053460010504e-33,0
"all",87,0.170923379174853,3.00201037168041,9.01206627167675,0,0,0,0,66,21.0155231518376,457.225384656282,1.38319023479023e-44,0
