"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","25","","","82.1443497809123","1.78563220935208","","0","","0.868103114983478","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","55","82.1443497809104","","","2.69066780829975","","0","","1.75525089575596","","0","","",""
"ComplexClass","91","1.785632209352","","2.69066780829975","","","0","","3.1980487941122","","0","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","24","0","","0","0","","","","0.430412103505537","","0","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","115","0.868103114983478","","1.755250895756","3.19804879411218","","0.430412103505537","","","","0","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","3","0","","0","0","","0","","0","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
