"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","21","","","0.243708696937765","0.109100297698527","","0.779497695151237","","0.647264875799508","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","11","0.0671693962847367","","","0.155759854758846","","0.849655064066302","","0.423957158796534","","","","",""
"ComplexClass","6","0.169520442470658","","0.54855398277546","","","0.898875385520232","","0.524175088226588","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","0.593857752130486","","0.818905985218295","0.68165115590738","","","","0.638148688989023","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","10","0.659634710834732","","0.569809865634786","0.224342718173129","","0.858269814060933","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
