"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","34","","","1.0446595677196e-12","1","","","","0.687746006891182","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","39","1.0446595677196e-12","","","0.479118959687318","","","","0.439109998881791","","","","",""
"ComplexClass","37","1","","0.479118959687318","","","","","0.00790219660806022","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","33","0.687746006891183","","0.439109998881792","0.00790219660806022","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
