"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","31","","","2.56368762487949e-34","1","","1","","1","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","26","2.56368762487949e-34","","","0.610192446823142","","1","","0.229923128573846","","","","",""
"ComplexClass","12","1","","0.610192446823141","","","1","","1","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","1","","1","1","","","","1","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","47","1","","0.229923128573846","1","","1","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
