"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","31","","","Inf","0.906302575455599","","0","","0.920135793984629","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","26","Inf","","","0","","0","","0.234536988898245","","","","",""
"ComplexClass","12","0.906302575455599","","0","","","0","","0.560071375294406","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","0","","0","0","","","","0","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","47","0.920135793984629","","0.234536988898241","0.560071375294406","","0","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
