"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","378","","","0.0132905013857395","0.0470364071554548","","","","0.0643160631255869","","","","",""
"Blob_0","390","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","379","0.0263758009800226","","","0.0380833985715252","","","","0.0660745147552535","","","","",""
"ComplexClass_0","368","0.0232692805383023","","0.00703933747412008","","","","","0.067777829055003","","","","",""
"LargeClass_0","390","","","","","","","","","","","","",""
"LazyClass_0","390","","","","","","","","","","","","",""
"LongMethod_0","390","","","","","","","","","","","","",""
"LongParameterList_0","358","0.0248703112529928","","0.013633945198191","0.0496948349601981","","","","","","","","",""
"MessageChains_0","390","","","","","","","","","","","","",""
"RefusedParentBequest_0","390","","","","","","","","","","","","",""
"SpaghettiCode_0","390","","","","","","","","","","","","",""
"SpeculativeGenerality_0","390","","","","","","","","","","","","",""
"SwissArmyKnife_0","390","","","","","","","","","","","","",""
"AntiSingleton_1","12","","","0","0.0267094017094017","","","","0.0747863247863248","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","11","0","","","0.333333333333333","","","","0.0151515151515152","","","","",""
"ComplexClass_1","22","0.0651515151515152","","0.110606060606061","","","","","0.0121212121212121","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","32","0.0341517857142857","","0.00446428571428571","0.00967261904761905","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
