"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","9","","","0.831826206768971","0.608604302792328","","","","0.44560138039465","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","5","0.314127188318294","","","0.26691784369476","","","","0.573380617197007","","","","",""
"ComplexClass","24","0.100548050172505","","0.713371681811032","","","","","0.174908825936687","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","0.658564285583463","","0.970435310287301","0.625310883849809","","","","0.809366736577442","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","12","0.114626993388547","","0.802687626879069","0.270715600472533","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
