"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",1,0.00152439024390244,0.0390434404721515,0.00152439024390244,0,0,0,0,1,25.5538945508812,654.001526717557,2.75564756667511e-49,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",2,0.00304878048780488,0.0551735975001263,0.00304412586110594,0,0,0,0,1,18.0278411936642,326.003058103976,4.32356062613653e-49,0
"ComplexClass",34,0.0518292682926829,0.221851352744531,0.0492180227145783,0,0,0,0,1,4.04336246538448,17.34878002648,1.4487505577217e-45,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",3,0.00457317073170732,0.0675218990521631,0.0045592068516105,0,0,0,0,1,14.6857502650485,216.671260847371,6.41714660908205e-49,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",125,0.190548780487805,0.393033616337114,0.15447542357103,0,0,0,0,1,1.57588225969514,3.48340489642185,6.89852866506696e-40,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",165,0.251524390243902,0.461491898003954,0.212974771923292,0,0,0,0,2,1.51254584443813,4.16424747743486,7.41635922761526e-38,0
"LOC",38866,59.2469512195122,95.4180195978369,9104.59846397319,2,17.75,35,70,1773,10.0695021034279,164.269823551998,4.85915728316519e-41,0
"all",196,0.298780487804878,3.37467872926989,11.3884565257866,0,0,0,0,58,14.1041612894578,215.864998342887,1.53745480520979e-48,0
