"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","52","","","9.40134378373846e-11","8.33172286118213e-05","","0.169969816886683","","0.497129133656147","","","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","20","9.40134378373842e-11","","","0.639560253786576","","0.619568465892203","","0.27840297465249","","","","1",""
"ComplexClass","75","8.33172286118211e-05","","0.639560253786576","","","0.0443033372331308","","1.23600418887718e-14","","","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","53","0.169969816886683","","0.619568465892203","0.0443033372331308","","","","1.72220611267208e-06","","","","0.00221880509777717",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","253","0.497129133656146","","0.278402974652489","1.23600418887717e-14","","1.72220611267207e-06","","","","","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","2","1","","1","1","","0.00221880509777718","","1","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
