"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","52","","","31.0572940752156","4.75044302257301","","0","","1.26991618417529","","","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","20","31.0572940752156","","","1.55479708034471","","0","","0.373850086065541","","","","0",""
"ComplexClass","75","4.75044302257308","","1.55479708034458","","","0","","6.77850288703956","","","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","53","0","","0","0","","","","0","","","","Inf",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","253","1.26991618417529","","0.37385008606554","6.77850288703955","","0","","","","","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","2","0","","0","0","","Inf","","0","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
