"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",56,0.0212443095599393,0.144225101659286,0.0208008799486313,0,0,0,0,1,6.64026610895867,45.0931339977852,1.34453311799548e-76,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",105,0.0398330804248862,0.195603989974348,0.038260920893885,0,0,0,0,1,4.70597997058896,23.1462474835845,6.17670030132393e-75,0
"ComplexClass",126,0.0477996965098634,0.213382657975679,0.0455321587247655,0,0,0,0,1,4.23920206216007,18.9708341238222,2.6508043769106e-74,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",1,0.000379362670713202,0.0194772346782905,0.000379362670713202,0,0,0,0,1,51.3127701406447,2634.00037950664,2.85327127644026e-79,0
"LongParameterList",102,0.0386949924127466,0.192903620353048,0.037211806745313,0,0,0,0,1,4.78365862285515,23.8833898200164,4.97947163940865e-75,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",6,0.00227617602427921,0.0550533394756485,0.003030870187421,0,0,0,0,2,27.1739455601788,822.064583850873,5.45187758506206e-79,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",4,0.00151745068285281,0.0389322878215055,0.00151572303501654,0,0,0,0,1,25.612526617982,657.001519756839,4.88797534704651e-79,0
"SwissArmyKnife",1,0.000379362670713202,0.0194772346782905,0.000379362670713202,0,0,0,0,1,51.3127701406447,2634.00037950664,2.85327127644026e-79,0
"NumOfAPs",401,0.152124430955994,0.449329292783773,0.201896813353566,0,0,0,0,4,3.46000345560854,16.7883816815072,1.13465227067061e-69,0
"LOC",159769,60.6103945371775,81.6734806892043,6670.55744788982,1,13,38,76,1091,4.73298933673609,40.2049651560625,8.0484451676334e-61,0
"all",2,0.000758725341426404,0.038954469356581,0.00151745068285281,0,0,0,0,2,51.3127701406447,2634.00037950664,2.85327127644026e-79,0
