"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","13","","1","4.34180083537444e-13","0.537946772455008","","1","","0.452682752208485","","1","","",""
"Blob","2","1","","1","0.111506340859879","","1","","0.088166866149359","","1","","",""
"ClassDataShouldBePrivate","45","4.34180083537446e-13","1","","0.000128657216317197","","1","","0.0132652640251659","","1","","",""
"ComplexClass","70","0.537946772455009","0.111506340859882","0.000128657216317198","","","0.619042501424394","","7.77807418455334e-07","","1","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","18","1","1","1","0.619042501424393","","","","1","","1","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","55","0.452682752208485","0.0881668661493566","0.0132652640251659","7.77807418455336e-07","","1","","","","1","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","1","1","1","1","","1","","1","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
