"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","57","","","1.61355239406039e-33","0.230760697457138","","","1","0.542514302906539","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","180","1.61355239406043e-33","","","0.00535662419656584","","","1","0.0138401647597314","","","","",""
"ComplexClass","152","0.230760697457138","","0.00535662419656584","","","","1","5.92228772946801e-13","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","1","1","","1","1","","","","1","","","","",""
"LongParameterList","353","0.54251430290654","","0.0138401647597313","5.92228772946804e-13","","","1","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
