"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",13,0.0107260726072607,0.10305234676366,0.0106197861734976,0,0,0,0,1,9.49955849497279,91.2416115994098,3.03400115262122e-60,1.15463194561016e-14
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",16,0.0132013201320132,0.114183197282299,0.0130378025416084,0,0,0,0,1,8.53014524650204,73.7633779264214,5.32973098985921e-60,1.34336985979644e-14
"ComplexClass",90,0.0742574257425743,0.262297590844473,0.0688000261628145,0,0,0,0,1,3.24759612181225,11.54688057041,1.00309190419933e-55,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",38,0.0313531353135314,0.174342177235105,0.0303951947630766,0,0,0,0,1,5.37839240060151,29.927104814848,1.77948166300976e-58,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",5,0.00412541254125413,0.0641232101144902,0.00411178607538706,0,0,0,0,1,15.4726902154109,240.404142502071,5.48186738003066e-61,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",10,0.00825082508250825,0.0904958893326457,0.00818950598610645,0,0,0,0,1,10.8723649436337,119.208319467554,1.66757862101751e-60,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.000825082508250825,0.0287242494810713,0.000825082508250825,0,0,0,0,1,34.7706891758537,1210.00082576383,1.80968753724516e-61,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",173,0.142739273927393,0.406700795734001,0.16540553725067,0,0,0,0,3,3.2383299223119,15.2683118785698,3.56439309910716e-53,0
"LOC",56849,46.9051155115512,108.908032809678,11860.9596104738,0,10,22,50.25,1934,11.7203422531597,180.809768120295,1.78986935497553e-55,0
"all",12,0.0099009900990099,0.344690993772856,0.118811881188119,0,0,0,0,12,34.7706891758537,1210.00082576383,1.80968753724516e-61,0
