"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","20","","","1.06206249614278e-10","0.0240230371844394","","1","","1","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","7","1.06206249614279e-10","","","0.0196320199399813","","1","","1","","","","",""
"ComplexClass","15","0.0240230371844394","","0.0196320199399813","","","1","","0.640454758434398","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","11","1","","1","1","","","","0.609897797462099","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","42","1","","1","0.640454758434398","","0.609897797462099","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
