"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","67","","","3.31682029672114","2.10752994752442","","","","4.05514884935","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","3.31682029672114","","","0","","","","0","","","","",""
"ComplexClass","14","2.1075299475244","","0","","","","","1.54913913925129","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","12","4.05514884935","","0","1.54913913925129","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
