"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","67","","","0.0212622676602154","0.214583170273317","","","","0.0196896700020352","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","0.0212622676602154","","","0.607123064066239","","","","1","","","","",""
"ComplexClass","14","0.214583170273317","","0.607123064066239","","","","","0.511681003415777","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","12","0.0196896700020352","","1","0.511681003415777","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
